ticket_id,created_at,week,queue,category,channel,resolution_minutes,first_contact_resolution,csat,escalated
TKT-0323,2026-01-19,2026-W04,Playback,Audio and subtitles,Chat,25,1,4.4,0
TKT-0324,2026-01-06,2026-W02,Account,Profile settings,Chat,18,1,4.8,0
TKT-0325,2026-02-08,2026-W06,Billing,Payment failed,Email,43,1,4.3,0
TKT-0326,2026-03-19,2026-W12,Billing,Refund request,Chat,25,1,4.1,0
TKT-0327,2026-01-18,2026-W03,Devices,Device limit,Email,51,1,4.4,0
TKT-0328,2026-03-06,2026-W10,Playback,Buffering,Chat,34,0,3.2,1
TKT-0329,2026-02-02,2026-W06,Playback,Video quality,Phone,26,1,4.3,0
TKT-0330,2026-01-11,2026-W02,Account,Subscription change,Phone,17,0,4.0,1
TKT-0331,2026-02-15,2026-W07,Account,Profile settings,Chat,13,1,5.0,0
TKT-0332,2026-03-21,2026-W12,Devices,Device activation,Email,47,1,,0
TKT-0333,2026-03-15,2026-W11,Playback,Audio and subtitles,Phone,52,0,4.2,1
TKT-0334,2026-01-18,2026-W03,Account,Sign-in,Chat,7,0,4.4,0
TKT-0335,2026-02-03,2026-W06,Devices,Device limit,Chat,29,0,3.7,0
TKT-0336,2026-03-27,2026-W13,Devices,Device activation,Email,32,1,4.2,0
TKT-0337,2026-02-24,2026-W09,Billing,Invoice question,Chat,46,1,4.6,0
TKT-0338,2026-01-18,2026-W03,Account,Sign-in,Chat,26,1,4.7,0
TKT-0339,2026-03-05,2026-W10,Playback,Buffering,Chat,16,0,4.0,0
TKT-0340,2026-02-15,2026-W07,Account,Subscription change,Chat,13,1,4.6,0
TKT-0341,2026-01-08,2026-W02,Devices,Compatibility,Chat,59,1,,1
TKT-0342,2026-01-22,2026-W04,Account,Sign-in,Email,26,0,4.1,0
TKT-0343,2026-03-28,2026-W13,Account,Subscription change,Chat,37,1,4.7,1
TKT-0344,2026-01-21,2026-W04,Account,Profile settings,Chat,28,0,3.8,1
TKT-0345,2026-03-09,2026-W11,Account,Subscription change,Chat,15,1,5.0,0
TKT-0346,2026-03-24,2026-W13,Billing,Payment failed,Email,40,1,4.3,0
TKT-0347,2026-02-27,2026-W09,Account,Subscription change,Chat,24,0,4.6,0
TKT-0348,2026-03-07,2026-W10,Playback,Video quality,Chat,24,1,4.5,0
TKT-0349,2026-01-08,2026-W02,Devices,Compatibility,Chat,30,0,2.5,0
TKT-0350,2026-01-17,2026-W03,Account,Sign-in,Chat,40,1,5.0,0
TKT-0351,2026-02-23,2026-W09,Playback,Buffering,Chat,19,1,,0
TKT-0352,2026-02-19,2026-W08,Devices,Device limit,Chat,11,0,4.6,0
TKT-0353,2026-01-27,2026-W05,Playback,Buffering,Chat,27,1,3.7,1
TKT-0354,2026-01-21,2026-W04,Playback,Buffering,Phone,38,0,,0
TKT-0355,2026-03-21,2026-W12,Billing,Payment failed,Email,51,0,3.9,0
TKT-0356,2026-02-24,2026-W09,Playback,Video quality,Chat,37,1,4.2,0
TKT-0357,2026-03-29,2026-W13,Playback,Audio and subtitles,Phone,31,1,4.2,0
TKT-0358,2026-01-27,2026-W05,Playback,Audio and subtitles,Email,50,1,4.1,0
TKT-0359,2026-03-18,2026-W12,Account,Subscription change,Chat,14,1,4.6,0
TKT-0360,2026-02-16,2026-W08,Billing,Payment failed,Chat,45,1,4.0,0
TKT-0361,2026-02-16,2026-W08,Playback,Video quality,Chat,27,1,,0
TKT-0362,2026-03-02,2026-W10,Billing,Payment failed,Phone,27,1,4.5,0
TKT-0363,2026-03-19,2026-W12,Billing,Invoice question,Chat,37,1,,0
TKT-0364,2026-01-07,2026-W02,Playback,Buffering,Chat,23,1,3.8,0
TKT-0365,2026-01-16,2026-W03,Playback,Audio and subtitles,Phone,24,1,3.9,0
TKT-0366,2026-01-11,2026-W02,Account,Sign-in,Phone,28,1,4.4,0
TKT-0367,2026-02-12,2026-W07,Account,Sign-in,Chat,17,1,,0
TKT-0368,2026-03-26,2026-W13,Billing,Payment failed,Chat,32,1,4.1,0
TKT-0369,2026-02-24,2026-W09,Playback,Audio and subtitles,Chat,25,1,4.2,0
TKT-0370,2026-01-10,2026-W02,Playback,Video quality,Chat,27,0,4.0,0
TKT-0371,2026-02-18,2026-W08,Billing,Refund request,Phone,36,1,4.3,0
TKT-0372,2026-03-14,2026-W11,Billing,Refund request,Email,37,1,4.3,0
TKT-0373,2026-03-19,2026-W12,Devices,Device limit,Email,42,1,4.4,1
TKT-0374,2026-02-01,2026-W05,Billing,Payment failed,Chat,51,1,4.2,0
TKT-0375,2026-03-22,2026-W12,Playback,Audio and subtitles,Phone,26,1,4.3,0
TKT-0376,2026-03-04,2026-W10,Devices,Device activation,Email,42,1,4.1,0
TKT-0377,2026-03-21,2026-W12,Playback,Buffering,Phone,38,1,3.7,1
TKT-0378,2026-02-26,2026-W09,Playback,Audio and subtitles,Chat,27,1,4.3,1
TKT-0379,2026-02-25,2026-W09,Account,Profile settings,Email,30,1,4.5,0
TKT-0380,2026-02-12,2026-W07,Playback,Video quality,Phone,34,1,4.2,0
TKT-0381,2026-02-15,2026-W07,Playback,Video quality,Email,45,1,4.0,0
TKT-0382,2026-03-12,2026-W11,Devices,Device activation,Chat,31,1,4.8,0
TKT-0383,2026-03-18,2026-W12,Account,Sign-in,Phone,31,1,,0
TKT-0384,2026-01-11,2026-W02,Devices,Device limit,Chat,13,1,4.7,0
TKT-0385,2026-02-04,2026-W06,Playback,Audio and subtitles,Chat,18,0,4.0,0
TKT-0386,2026-02-07,2026-W06,Billing,Invoice question,Chat,48,1,3.2,1
TKT-0387,2026-02-02,2026-W06,Billing,Invoice question,Chat,45,1,3.4,0
TKT-0388,2026-03-06,2026-W10,Devices,Device limit,Chat,13,0,3.5,0
TKT-0389,2026-03-28,2026-W13,Playback,Video quality,Phone,26,1,4.9,0
TKT-0390,2026-03-20,2026-W12,Account,Subscription change,Phone,11,0,4.4,0
TKT-0391,2026-01-18,2026-W03,Playback,Video quality,Phone,29,1,4.9,0
TKT-0392,2026-02-12,2026-W07,Account,Subscription change,Email,26,0,4.0,0
TKT-0393,2026-01-22,2026-W04,Billing,Invoice question,Chat,22,1,4.5,0
TKT-0394,2026-03-19,2026-W12,Devices,Compatibility,Email,40,1,3.5,0
TKT-0395,2026-03-10,2026-W11,Playback,Buffering,Email,36,0,4.3,0
TKT-0396,2026-03-17,2026-W12,Billing,Payment failed,Phone,40,0,4.3,0
TKT-0397,2026-02-27,2026-W09,Billing,Refund request,Chat,34,1,4.3,0
TKT-0398,2026-03-20,2026-W12,Devices,Device activation,Chat,27,1,3.5,1
TKT-0399,2026-01-24,2026-W04,Account,Sign-in,Chat,20,0,4.4,0
TKT-0400,2026-01-28,2026-W05,Billing,Refund request,Chat,40,0,4.1,0
TKT-0401,2026-01-26,2026-W05,Playback,Buffering,Chat,19,0,3.4,1
TKT-0402,2026-03-07,2026-W10,Playback,Buffering,Chat,34,1,4.0,0
TKT-0403,2026-01-07,2026-W02,Billing,Invoice question,Email,42,1,4.2,0
TKT-0404,2026-02-13,2026-W07,Account,Sign-in,Chat,11,1,4.5,0
TKT-0405,2026-01-22,2026-W04,Playback,Video quality,Chat,31,1,4.1,0
TKT-0406,2026-01-21,2026-W04,Account,Sign-in,Email,21,1,4.5,0
TKT-0407,2026-02-06,2026-W06,Billing,Invoice question,Chat,31,0,3.9,0
TKT-0408,2026-02-27,2026-W09,Playback,Buffering,Chat,21,1,3.9,0
TKT-0409,2026-01-17,2026-W03,Billing,Refund request,Email,51,0,3.6,0
TKT-0410,2026-02-10,2026-W07,Account,Sign-in,Chat,26,1,3.8,0
TKT-0411,2026-02-26,2026-W09,Playback,Buffering,Chat,19,0,,0
TKT-0412,2026-01-16,2026-W03,Devices,Device limit,Email,45,1,3.8,1
TKT-0413,2026-02-06,2026-W06,Billing,Refund request,Phone,35,1,,0
TKT-0414,2026-01-27,2026-W05,Devices,Compatibility,Chat,38,1,4.7,0
TKT-0415,2026-01-06,2026-W02,Devices,Device limit,Email,42,1,4.1,0
TKT-0416,2026-02-21,2026-W08,Devices,Device activation,Chat,33,1,3.8,0
TKT-0417,2026-02-27,2026-W09,Billing,Payment failed,Chat,43,1,3.7,1
TKT-0418,2026-03-21,2026-W12,Playback,Audio and subtitles,Email,32,1,4.5,0
TKT-0419,2026-01-21,2026-W04,Playback,Video quality,Chat,28,1,4.2,1
TKT-0420,2026-03-13,2026-W11,Billing,Invoice question,Email,50,1,3.9,0
TKT-0421,2026-03-25,2026-W13,Account,Subscription change,Email,20,1,4.6,0
TKT-0422,2026-03-24,2026-W13,Account,Subscription change,Phone,15,1,4.8,0
TKT-0423,2026-02-15,2026-W07,Account,Profile settings,Chat,12,1,4.8,0
TKT-0424,2026-03-19,2026-W12,Playback,Video quality,Chat,22,1,4.3,0
TKT-0425,2026-03-17,2026-W12,Playback,Buffering,Email,40,0,3.9,0
TKT-0426,2026-03-04,2026-W10,Devices,Compatibility,Email,30,0,4.7,0
TKT-0427,2026-02-20,2026-W08,Billing,Payment failed,Chat,30,1,4.2,1
TKT-0428,2026-03-16,2026-W12,Playback,Audio and subtitles,Chat,29,0,3.7,0
TKT-0429,2026-02-06,2026-W06,Billing,Payment failed,Chat,34,0,3.7,0
TKT-0430,2026-02-27,2026-W09,Account,Subscription change,Email,12,1,4.9,0
TKT-0431,2026-01-22,2026-W04,Devices,Device activation,Chat,31,1,3.9,0
TKT-0432,2026-01-27,2026-W05,Billing,Payment failed,Email,31,1,3.7,0
TKT-0433,2026-02-23,2026-W09,Playback,Audio and subtitles,Phone,49,1,4.2,0
TKT-0434,2026-01-22,2026-W04,Account,Subscription change,Email,18,1,3.9,0
TKT-0435,2026-03-16,2026-W12,Billing,Payment failed,Chat,35,0,3.9,0
TKT-0436,2026-01-27,2026-W05,Playback,Audio and subtitles,Email,24,1,4.2,0
TKT-0437,2026-02-27,2026-W09,Billing,Invoice question,Chat,30,0,4.0,0
TKT-0438,2026-01-12,2026-W03,Account,Sign-in,Phone,32,1,4.9,0
TKT-0439,2026-03-15,2026-W11,Account,Profile settings,Chat,24,1,4.3,0
TKT-0440,2026-02-04,2026-W06,Playback,Audio and subtitles,Chat,10,1,5.0,0
TKT-0441,2026-02-14,2026-W07,Devices,Device activation,Chat,30,1,3.5,0
TKT-0442,2026-03-27,2026-W13,Billing,Invoice question,Chat,36,1,4.8,0
TKT-0443,2026-03-03,2026-W10,Account,Subscription change,Chat,18,0,4.6,0
TKT-0444,2026-02-07,2026-W06,Account,Subscription change,Email,24,1,4.6,0
TKT-0445,2026-03-22,2026-W12,Account,Subscription change,Email,16,1,4.6,0
TKT-0446,2026-02-14,2026-W07,Playback,Buffering,Chat,17,0,4.1,0
TKT-0447,2026-02-01,2026-W05,Billing,Refund request,Chat,7,1,3.9,0
TKT-0448,2026-03-29,2026-W13,Account,Subscription change,Chat,21,1,,0
TKT-0449,2026-02-15,2026-W07,Playback,Buffering,Chat,21,1,4.5,0
TKT-0450,2026-03-11,2026-W11,Playback,Buffering,Chat,18,1,,0
TKT-0451,2026-01-17,2026-W03,Account,Subscription change,Chat,13,1,4.4,0
TKT-0452,2026-01-18,2026-W03,Account,Subscription change,Phone,21,1,4.5,0
TKT-0453,2026-01-08,2026-W02,Playback,Video quality,Chat,24,1,4.4,0
TKT-0454,2026-02-07,2026-W06,Playback,Video quality,Email,34,1,3.5,1
TKT-0455,2026-03-25,2026-W13,Account,Subscription change,Email,26,1,4.7,0
TKT-0456,2026-02-12,2026-W07,Billing,Refund request,Email,39,1,3.8,0
TKT-0457,2026-01-22,2026-W04,Billing,Invoice question,Chat,47,1,3.5,0
TKT-0458,2026-03-28,2026-W13,Playback,Buffering,Chat,34,1,4.5,0
TKT-0459,2026-01-15,2026-W03,Playback,Audio and subtitles,Email,45,1,3.9,0
TKT-0460,2026-01-28,2026-W05,Account,Profile settings,Chat,25,1,4.1,0
TKT-0461,2026-03-16,2026-W12,Playback,Audio and subtitles,Chat,27,1,4.9,0
TKT-0462,2026-02-19,2026-W08,Account,Subscription change,Chat,19,1,5.0,0
TKT-0463,2026-02-13,2026-W07,Billing,Payment failed,Email,43,1,4.2,0
TKT-0464,2026-02-02,2026-W06,Billing,Invoice question,Chat,36,0,2.7,1
TKT-0465,2026-02-19,2026-W08,Billing,Refund request,Chat,40,1,3.5,0
TKT-0466,2026-03-14,2026-W11,Account,Subscription change,Phone,29,1,,0
TKT-0467,2026-03-20,2026-W12,Playback,Audio and subtitles,Chat,25,1,3.9,0
TKT-0468,2026-01-24,2026-W04,Playback,Buffering,Phone,27,1,4.2,0
TKT-0469,2026-02-20,2026-W08,Playback,Audio and subtitles,Chat,24,0,4.2,0
TKT-0470,2026-01-25,2026-W04,Account,Subscription change,Email,18,0,4.3,0
TKT-0471,2026-03-08,2026-W10,Account,Profile settings,Chat,20,1,4.4,0
TKT-0472,2026-03-04,2026-W10,Devices,Device activation,Phone,39,1,4.7,0
TKT-0473,2026-02-07,2026-W06,Playback,Audio and subtitles,Chat,12,1,4.6,0
TKT-0474,2026-02-22,2026-W08,Devices,Device activation,Chat,19,1,3.8,0
TKT-0475,2026-03-10,2026-W11,Devices,Compatibility,Chat,28,1,4.5,0
TKT-0476,2026-01-20,2026-W04,Billing,Refund request,Email,50,0,4.0,0
TKT-0477,2026-02-26,2026-W09,Account,Sign-in,Chat,21,1,4.9,0
TKT-0478,2026-01-26,2026-W05,Playback,Buffering,Chat,21,1,4.8,0
TKT-0479,2026-02-10,2026-W07,Devices,Device activation,Chat,18,0,4.3,0
TKT-0480,2026-03-20,2026-W12,Devices,Device activation,Email,28,1,4.8,0
TKT-0481,2026-01-13,2026-W03,Account,Profile settings,Chat,12,1,4.3,0
TKT-0482,2026-03-23,2026-W13,Account,Profile settings,Phone,7,1,4.8,0
TKT-0483,2026-01-21,2026-W04,Devices,Device limit,Email,33,0,3.7,0
TKT-0484,2026-01-10,2026-W02,Billing,Refund request,Chat,31,0,3.4,0
TKT-0485,2026-03-19,2026-W12,Account,Sign-in,Chat,10,1,,0
TKT-0486,2026-03-22,2026-W12,Devices,Compatibility,Chat,36,1,4.4,0
TKT-0487,2026-02-22,2026-W08,Billing,Invoice question,Email,42,1,4.0,1
TKT-0488,2026-03-14,2026-W11,Playback,Video quality,Email,36,0,4.7,0
TKT-0489,2026-01-27,2026-W05,Playback,Audio and subtitles,Chat,25,0,3.8,0
TKT-0490,2026-01-20,2026-W04,Billing,Refund request,Email,37,0,3.5,1
TKT-0491,2026-03-24,2026-W13,Billing,Invoice question,Chat,36,1,3.6,0
TKT-0492,2026-03-22,2026-W12,Playback,Buffering,Chat,21,1,3.6,0
TKT-0493,2026-03-29,2026-W13,Playback,Audio and subtitles,Phone,33,1,,0
TKT-0494,2026-03-12,2026-W11,Playback,Buffering,Email,41,1,4.3,0
TKT-0495,2026-03-29,2026-W13,Account,Sign-in,Chat,10,1,4.6,0
TKT-0496,2026-01-06,2026-W02,Billing,Payment failed,Phone,42,1,3.8,0
TKT-0497,2026-02-09,2026-W07,Account,Sign-in,Chat,15,1,3.8,1
TKT-0498,2026-03-10,2026-W11,Playback,Buffering,Email,33,0,3.7,0
TKT-0499,2026-02-22,2026-W08,Playback,Buffering,Email,28,0,4.1,0
TKT-0500,2026-01-19,2026-W04,Playback,Video quality,Email,32,0,3.7,0
TKT-0501,2026-03-12,2026-W11,Playback,Audio and subtitles,Email,60,1,4.1,1
TKT-0502,2026-01-27,2026-W05,Playback,Video quality,Chat,21,1,4.6,0
TKT-0503,2026-01-30,2026-W05,Account,Sign-in,Phone,18,1,4.5,0
TKT-0504,2026-01-18,2026-W03,Account,Sign-in,Email,19,1,4.5,0
TKT-0505,2026-03-07,2026-W10,Playback,Video quality,Chat,24,0,3.1,0
TKT-0506,2026-03-11,2026-W11,Playback,Buffering,Email,34,1,4.5,0
TKT-0507,2026-02-18,2026-W08,Playback,Audio and subtitles,Email,32,1,4.4,0
TKT-0508,2026-01-31,2026-W05,Playback,Buffering,Chat,25,1,4.4,0
TKT-0509,2026-03-24,2026-W13,Playback,Buffering,Chat,33,1,4.7,0
TKT-0510,2026-01-28,2026-W05,Playback,Audio and subtitles,Email,28,0,3.4,0
TKT-0511,2026-01-30,2026-W05,Account,Subscription change,Chat,11,1,5.0,0
TKT-0512,2026-03-12,2026-W11,Playback,Video quality,Email,33,1,4.0,0
TKT-0513,2026-01-12,2026-W03,Account,Profile settings,Chat,23,1,4.3,0
TKT-0514,2026-02-06,2026-W06,Playback,Video quality,Chat,31,0,3.7,0
TKT-0515,2026-01-27,2026-W05,Devices,Compatibility,Chat,22,1,4.5,0
TKT-0516,2026-02-10,2026-W07,Playback,Buffering,Phone,25,1,4.1,0
TKT-0517,2026-01-14,2026-W03,Account,Profile settings,Chat,11,1,4.4,0
TKT-0518,2026-03-02,2026-W10,Billing,Refund request,Email,39,1,4.3,0
TKT-0519,2026-02-04,2026-W06,Billing,Invoice question,Email,49,1,,1
TKT-0520,2026-01-13,2026-W03,Devices,Compatibility,Chat,27,1,4.1,0
TKT-0521,2026-01-24,2026-W04,Account,Profile settings,Chat,14,1,4.5,0
TKT-0522,2026-01-08,2026-W02,Account,Profile settings,Phone,29,1,4.5,0
TKT-0523,2026-03-02,2026-W10,Account,Subscription change,Chat,16,1,3.9,0
TKT-0524,2026-03-27,2026-W13,Billing,Refund request,Phone,44,1,4.4,0
TKT-0525,2026-01-24,2026-W04,Playback,Buffering,Chat,22,0,4.6,0
TKT-0526,2026-03-08,2026-W10,Devices,Compatibility,Chat,16,0,3.7,0
TKT-0527,2026-01-29,2026-W05,Playback,Audio and subtitles,Chat,16,1,3.8,0
TKT-0528,2026-01-15,2026-W03,Playback,Buffering,Chat,22,0,3.8,0
TKT-0529,2026-03-14,2026-W11,Billing,Refund request,Chat,46,1,4.1,1
TKT-0530,2026-03-25,2026-W13,Playback,Video quality,Chat,25,1,4.6,0
TKT-0531,2026-03-02,2026-W10,Billing,Payment failed,Chat,20,1,4.5,0
TKT-0532,2026-02-21,2026-W08,Playback,Buffering,Chat,36,0,,0
TKT-0533,2026-03-06,2026-W10,Account,Profile settings,Email,27,1,4.7,0
TKT-0534,2026-03-02,2026-W10,Account,Sign-in,Chat,29,1,4.8,0
TKT-0535,2026-02-13,2026-W07,Devices,Device activation,Email,44,1,4.3,0
TKT-0536,2026-01-30,2026-W05,Playback,Buffering,Phone,48,1,3.8,1
TKT-0537,2026-02-09,2026-W07,Playback,Video quality,Email,45,1,3.4,1
TKT-0538,2026-02-21,2026-W08,Billing,Payment failed,Chat,33,1,4.7,0
TKT-0539,2026-01-12,2026-W03,Playback,Buffering,Email,39,0,4.4,1
TKT-0540,2026-02-18,2026-W08,Billing,Refund request,Email,42,1,4.2,0
TKT-0541,2026-03-02,2026-W10,Playback,Audio and subtitles,Email,35,1,4.4,0
TKT-0542,2026-03-22,2026-W12,Devices,Device limit,Chat,21,1,3.9,0
TKT-0543,2026-03-27,2026-W13,Playback,Audio and subtitles,Chat,22,1,4.5,0
TKT-0544,2026-03-14,2026-W11,Devices,Device activation,Chat,39,1,4.1,0
TKT-0545,2026-01-19,2026-W04,Account,Subscription change,Chat,26,1,4.8,0
TKT-0546,2026-01-17,2026-W03,Account,Subscription change,Email,31,1,4.6,0
TKT-0547,2026-03-23,2026-W13,Billing,Payment failed,Phone,46,1,4.8,0
TKT-0548,2026-01-12,2026-W03,Playback,Audio and subtitles,Phone,36,1,4.4,0
TKT-0549,2026-01-10,2026-W02,Billing,Refund request,Chat,27,1,,0
TKT-0550,2026-02-03,2026-W06,Playback,Buffering,Chat,33,1,4.2,0
TKT-0551,2026-01-18,2026-W03,Billing,Invoice question,Chat,35,1,3.9,0
TKT-0552,2026-02-25,2026-W09,Playback,Audio and subtitles,Chat,20,0,4.5,0
TKT-0553,2026-02-15,2026-W07,Devices,Compatibility,Email,29,1,4.0,0
TKT-0554,2026-03-16,2026-W12,Devices,Compatibility,Chat,29,1,4.4,0
TKT-0555,2026-01-07,2026-W02,Playback,Video quality,Chat,19,0,4.7,0
TKT-0556,2026-02-09,2026-W07,Devices,Device limit,Chat,33,0,4.2,0
TKT-0557,2026-02-20,2026-W08,Devices,Device activation,Chat,16,0,4.2,1
TKT-0558,2026-02-15,2026-W07,Billing,Payment failed,Chat,33,0,3.8,0
TKT-0559,2026-01-09,2026-W02,Billing,Invoice question,Chat,24,0,4.6,0
TKT-0560,2026-01-20,2026-W04,Devices,Device activation,Email,30,0,,0
TKT-0561,2026-03-13,2026-W11,Account,Subscription change,Email,15,1,4.1,0
TKT-0562,2026-03-03,2026-W10,Billing,Invoice question,Chat,9,1,4.3,0
TKT-0563,2026-03-19,2026-W12,Billing,Invoice question,Chat,34,1,4.4,0
TKT-0564,2026-03-17,2026-W12,Account,Profile settings,Email,25,1,4.8,0
TKT-0565,2026-03-01,2026-W09,Playback,Audio and subtitles,Chat,27,1,4.2,0
TKT-0566,2026-01-08,2026-W02,Billing,Payment failed,Phone,48,1,4.2,0
TKT-0567,2026-02-03,2026-W06,Account,Profile settings,Chat,18,1,4.7,0
TKT-0568,2026-01-23,2026-W04,Devices,Compatibility,Chat,45,1,4.1,1
TKT-0569,2026-03-14,2026-W11,Account,Subscription change,Chat,17,1,5.0,0
TKT-0570,2026-01-07,2026-W02,Playback,Audio and subtitles,Chat,40,1,3.8,1
TKT-0571,2026-03-05,2026-W10,Billing,Payment failed,Chat,26,1,4.1,0
TKT-0572,2026-02-11,2026-W07,Devices,Device limit,Chat,29,0,4.4,0
TKT-0573,2026-03-22,2026-W12,Playback,Buffering,Chat,19,0,5.0,0
TKT-0574,2026-02-13,2026-W07,Playback,Video quality,Email,37,1,4.0,0
TKT-0575,2026-03-10,2026-W11,Playback,Buffering,Email,57,0,4.7,0
TKT-0576,2026-02-09,2026-W07,Account,Profile settings,Phone,22,1,5.0,0
TKT-0577,2026-03-26,2026-W13,Billing,Refund request,Chat,29,1,4.0,0
TKT-0578,2026-01-31,2026-W05,Billing,Invoice question,Chat,40,0,3.8,0
TKT-0579,2026-01-22,2026-W04,Playback,Buffering,Email,24,1,,0
TKT-0580,2026-03-14,2026-W11,Devices,Device activation,Chat,33,0,4.2,0
TKT-0581,2026-02-26,2026-W09,Playback,Audio and subtitles,Phone,27,0,,0
TKT-0582,2026-01-28,2026-W05,Account,Subscription change,Email,35,1,4.7,0
TKT-0583,2026-01-15,2026-W03,Billing,Refund request,Chat,34,0,4.0,0
TKT-0584,2026-03-06,2026-W10,Account,Sign-in,Chat,23,1,5.0,0
TKT-0585,2026-01-30,2026-W05,Billing,Payment failed,Chat,30,0,3.6,0
TKT-0586,2026-02-05,2026-W06,Playback,Buffering,Email,19,0,4.6,0
TKT-0587,2026-03-14,2026-W11,Playback,Audio and subtitles,Email,29,1,5.0,0
TKT-0588,2026-03-12,2026-W11,Playback,Audio and subtitles,Chat,31,1,4.6,0
TKT-0589,2026-02-12,2026-W07,Billing,Refund request,Chat,39,1,,0
TKT-0590,2026-03-12,2026-W11,Devices,Compatibility,Email,46,1,4.8,0
TKT-0591,2026-03-15,2026-W11,Account,Profile settings,Chat,29,1,4.2,0
TKT-0592,2026-01-16,2026-W03,Playback,Audio and subtitles,Email,33,1,4.1,0
TKT-0593,2026-03-27,2026-W13,Playback,Audio and subtitles,Email,30,1,4.3,0
TKT-0594,2026-01-10,2026-W02,Billing,Refund request,Email,56,1,3.5,1
TKT-0595,2026-02-27,2026-W09,Playback,Audio and subtitles,Email,36,1,4.5,0
TKT-0596,2026-03-25,2026-W13,Billing,Payment failed,Chat,47,0,4.1,0
TKT-0597,2026-03-21,2026-W12,Billing,Refund request,Chat,32,1,4.7,0
TKT-0598,2026-03-17,2026-W12,Devices,Device activation,Chat,41,1,4.5,0
TKT-0599,2026-03-23,2026-W13,Playback,Buffering,Chat,19,1,4.0,0
TKT-0600,2026-03-22,2026-W12,Playback,Audio and subtitles,Chat,27,1,4.4,0
TKT-0601,2026-02-21,2026-W08,Devices,Device activation,Email,39,0,3.7,1
TKT-0602,2026-02-16,2026-W08,Playback,Audio and subtitles,Chat,6,1,3.5,1
TKT-0603,2026-01-16,2026-W03,Playback,Audio and subtitles,Email,20,0,4.4,0
TKT-0604,2026-03-19,2026-W12,Devices,Compatibility,Phone,31,1,3.9,0
TKT-0605,2026-03-24,2026-W13,Account,Profile settings,Phone,21,1,4.2,1
TKT-0606,2026-03-24,2026-W13,Devices,Compatibility,Chat,29,1,4.9,0
TKT-0607,2026-02-06,2026-W06,Billing,Refund request,Chat,37,1,4.4,0
TKT-0608,2026-03-18,2026-W12,Billing,Payment failed,Email,51,1,4.0,0
TKT-0609,2026-01-09,2026-W02,Billing,Refund request,Chat,38,1,3.8,0
TKT-0610,2026-01-12,2026-W03,Devices,Compatibility,Email,46,1,4.3,0
TKT-0611,2026-02-19,2026-W08,Account,Sign-in,Chat,6,1,4.2,0
TKT-0612,2026-02-23,2026-W09,Account,Sign-in,Phone,19,1,4.8,0
TKT-0613,2026-03-09,2026-W11,Devices,Compatibility,Chat,25,0,4.3,0
TKT-0614,2026-01-30,2026-W05,Devices,Compatibility,Chat,31,0,4.3,0
TKT-0615,2026-03-13,2026-W11,Playback,Video quality,Chat,35,0,4.0,0
TKT-0616,2026-01-09,2026-W02,Playback,Audio and subtitles,Phone,43,1,4.5,0
TKT-0617,2026-02-16,2026-W08,Playback,Buffering,Chat,37,1,4.5,0
TKT-0618,2026-01-31,2026-W05,Playback,Buffering,Chat,21,1,4.1,0
TKT-0619,2026-01-19,2026-W04,Account,Subscription change,Chat,11,1,4.5,0
TKT-0620,2026-02-10,2026-W07,Playback,Buffering,Chat,20,1,4.4,0
TKT-0621,2026-01-11,2026-W02,Account,Sign-in,Chat,25,1,4.3,0
TKT-0622,2026-03-03,2026-W10,Billing,Refund request,Chat,33,1,4.1,0
TKT-0623,2026-03-05,2026-W10,Playback,Buffering,Email,22,0,4.4,0
TKT-0624,2026-03-05,2026-W10,Playback,Buffering,Chat,21,0,4.4,0
TKT-0625,2026-02-16,2026-W08,Billing,Refund request,Chat,27,1,4.5,0
TKT-0626,2026-02-18,2026-W08,Billing,Payment failed,Chat,39,1,,0
TKT-0627,2026-02-12,2026-W07,Playback,Video quality,Email,39,1,4.2,0
TKT-0628,2026-01-31,2026-W05,Devices,Device limit,Chat,27,0,4.0,0
TKT-0629,2026-01-14,2026-W03,Billing,Invoice question,Email,39,1,3.4,0
TKT-0630,2026-01-27,2026-W05,Playback,Video quality,Chat,19,1,4.0,0
TKT-0631,2026-01-12,2026-W03,Account,Sign-in,Phone,26,0,,0
TKT-0632,2026-01-23,2026-W04,Billing,Refund request,Chat,36,1,4.7,0
TKT-0633,2026-03-18,2026-W12,Billing,Invoice question,Chat,39,0,,0
TKT-0634,2026-01-06,2026-W02,Billing,Invoice question,Chat,31,1,4.0,0
TKT-0635,2026-03-17,2026-W12,Devices,Compatibility,Chat,31,1,3.5,1
TKT-0636,2026-02-22,2026-W08,Playback,Video quality,Chat,18,1,3.7,0
TKT-0637,2026-02-27,2026-W09,Account,Subscription change,Chat,28,1,5.0,0
TKT-0638,2026-01-22,2026-W04,Account,Subscription change,Email,15,0,4.9,0
TKT-0639,2026-03-04,2026-W10,Playback,Audio and subtitles,Email,29,1,4.9,0
TKT-0640,2026-02-04,2026-W06,Billing,Refund request,Chat,32,1,3.6,0
TKT-0641,2026-01-19,2026-W04,Playback,Audio and subtitles,Chat,19,1,4.3,0
TKT-0642,2026-03-12,2026-W11,Account,Subscription change,Chat,10,1,5.0,0
TKT-0643,2026-03-20,2026-W12,Playback,Buffering,Phone,41,1,4.4,1
TKT-0644,2026-02-16,2026-W08,Playback,Video quality,Chat,19,1,4.3,0
